0 0 200.000000 99.000000
0 1 0.000000 1.000000
0 2 1.000000 3.000000
0 3 51.000000 5.000000
0 4 2.000000 3.000000
0 5 52.000000 5.000000
0 6 3.000000 3.000000
0 7 53.000000 5.000000
0 8 4.000000 3.000000
0 9 54.000000 5.000000
0 10 5.000000 3.000000
0 11 55.000000 5.000000
0 12 6.000000 3.000000
0 13 56.000000 5.000000
0 14 0.000000 3.000000
0 15 50.000000 5.000000
1 0 8.000000 3.000000
1 1 58.000000 5.000000
1 2 9.000000 3.000000
1 3 59.000000 5.000000
1 4 10.000000 3.000000
1 5 60.000000 5.000000
1 6 0.000000 1.000000
1 7 0.000000 1.000000
1 8 38.000000 3.000000
1 9 62.000000 5.000000
1 10 39.000000 3.000000
1 11 63.000000 5.000000
1 12 0.000000 1.000000
1 13 0.000000 1.000000
1 14 0.000000 1.000000
1 15 201.000000 98.000000
2 0 40.000000 3.000000
2 1 66.000000 5.000000
2 2 41.000000 3.000000
2 3 67.000000 5.000000
2 4 18.000000 3.000000
2 5 68.000000 5.000000
2 6 19.000000 3.000000
2 7 69.000000 5.000000
2 8 20.000000 3.000000
2 9 70.000000 5.000000
2 10 21.000000 3.000000
2 11 71.000000 5.000000
2 12 0.000000 1.000000
2 13 0.000000 1.000000
2 14 0.000000 1.000000
2 15 202.000000 98.000000
3 0 24.000000 3.000000
3 1 74.000000 5.000000
3 2 25.000000 3.000000
3 3 75.000000 5.000000
3 4 26.000000 3.000000
3 5 76.000000 5.000000
3 6 27.000000 3.000000
3 7 77.000000 5.000000
3 8 28.000000 3.000000
3 9 78.000000 5.000000
3 10 29.000000 3.000000
3 11 79.000000 5.000000
3 12 0.000000 1.000000
3 13 0.000000 1.000000
3 14 0.000000 1.000000
3 15 203.000000 98.000000
4 0 204.000000 98.000000
4 1 0.000000 1.000000
4 2 102.000000 7.000000
4 3 103.000000 7.000000
4 4 104.000000 7.000000
4 5 105.000000 7.000000
4 6 106.000000 7.000000
4 7 107.000000 7.000000
4 8 108.000000 7.000000
4 9 109.000000 7.000000
4 10 110.000000 7.000000
4 11 111.000000 7.000000
4 12 112.000000 7.000000
4 13 113.000000 7.000000
4 14 114.000000 7.000000
4 15 115.000000 7.000000
5 0 205.000000 98.000000
5 1 0.000000 1.000000
5 2 118.000000 7.000000
5 3 119.000000 7.000000
5 4 120.000000 7.000000
5 5 121.000000 7.000000
5 6 122.000000 7.000000
5 7 123.000000 7.000000
5 8 124.000000 7.000000
5 9 125.000000 7.000000
5 10 126.000000 7.000000
5 11 127.000000 7.000000
5 12 128.000000 7.000000
5 13 129.000000 7.000000
5 14 130.000000 7.000000
5 15 131.000000 7.000000
6 0 206.000000 98.000000
6 1 0.000000 1.000000
6 2 134.000000 7.000000
6 3 135.000000 7.000000
6 4 136.000000 7.000000
6 5 137.000000 7.000000
6 6 138.000000 7.000000
6 7 139.000000 7.000000
6 8 140.000000 7.000000
6 9 141.000000 7.000000
6 10 142.000000 7.000000
6 11 143.000000 7.000000
6 12 144.000000 7.000000
6 13 145.000000 7.000000
6 14 146.000000 7.000000
6 15 147.000000 7.000000
7 0 207.000000 98.000000
7 1 0.000000 1.000000
7 2 150.000000 7.000000
7 3 151.000000 7.000000
7 4 152.000000 7.000000
7 5 153.000000 7.000000
7 6 154.000000 7.000000
7 7 155.000000 7.000000
7 8 156.000000 7.000000
7 9 157.000000 7.000000
7 10 158.000000 7.000000
7 11 159.000000 7.000000
7 12 160.000000 7.000000
7 13 161.000000 7.000000
7 14 162.000000 7.000000
7 15 163.000000 7.000000
8 0 208.000000 98.000000
8 1 0.000000 1.000000
8 2 166.000000 7.000000
8 3 167.000000 7.000000
8 4 168.000000 7.000000
8 5 169.000000 7.000000
8 6 170.000000 7.000000
8 7 171.000000 7.000000
8 8 172.000000 7.000000
8 9 173.000000 7.000000
8 10 174.000000 7.000000
8 11 175.000000 7.000000
8 12 176.000000 7.000000
8 13 177.000000 7.000000
8 14 178.000000 7.000000
8 15 179.000000 7.000000
9 0 209.000000 98.000000
9 1 0.000000 1.000000
9 2 182.000000 7.000000
9 3 183.000000 7.000000
9 4 184.000000 7.000000
9 5 185.000000 7.000000
9 6 186.000000 7.000000
9 7 187.000000 7.000000
9 8 188.000000 7.000000
9 9 189.000000 7.000000
9 10 190.000000 7.000000
9 11 191.000000 7.000000
9 12 0.000000 1.000000
9 13 0.000000 1.000000
9 14 0.000000 1.000000
9 15 0.000000 1.000000
