0 0 0.000000 1.000000
0 1 0.000000 1.252645
0 2 0.000000 1.000000
0 3 0.000000 1.634395
0 4 0.000000 1.000000
0 5 0.000000 2.010257
0 6 0.000000 1.000000
0 7 0.000000 1.424542
0 8 0.000000 1.000000
0 9 0.000000 1.392682
0 10 1.208010 0.000028
0 11 0.000000 1.329700
0 12 1.503610 0.000002
0 13 0.000000 2.007951
0 14 0.000000 1.000000
0 15 0.000000 1.000000
1 0 1.460090 0.000002
1 1 0.000000 1.492108
1 2 1.529860 0.000003
1 3 0.000000 1.492108
1 4 1.227070 0.000028
1 5 0.000000 0.979204
1 6 0.000000 1.000000
1 7 0.000000 1.397990
1 8 0.000000 1.000000
1 9 0.000000 1.482771
1 10 0.000000 1.000000
1 11 0.000000 1.272105
1 12 0.000000 1.000000
1 13 0.000000 1.000000
1 14 0.000000 1.000000
1 15 0.000000 1.000000
2 0 0.000000 1.000000
2 1 0.000000 1.268477
2 2 0.000000 1.000000
2 3 0.000000 1.701328
2 4 1.524420 0.000002
2 5 0.000000 1.630089
2 6 1.208100 0.000020
2 7 0.000000 1.559693
2 8 1.304080 0.000026
2 9 0.000000 1.508220
2 10 1.250720 0.000023
2 11 0.000000 1.971173
2 12 0.000000 1.000000
2 13 0.000000 1.000000
2 14 0.000000 1.000000
2 15 0.000000 1.000000
3 0 1.516740 0.000003
3 1 0.000000 1.603059
3 2 1.470490 0.000002
3 3 0.000000 1.728379
3 4 1.179060 0.000026
3 5 0.000000 1.938871
3 6 1.064230 0.000021
3 7 0.000000 2.113778
3 8 1.591150 0.000005
3 9 0.000000 2.113540
3 10 1.174670 0.000021
3 11 0.000000 1.724862
3 12 0.000000 1.000000
3 13 0.000000 1.000000
3 14 0.000000 1.000000
3 15 0.000000 1.000000
4 0 32.000000 1.000000
4 1 33.000000 1.000000
4 2 34.000000 1.000000
4 3 35.000000 1.000000
4 4 36.000000 1.000000
4 5 37.000000 1.000000
4 6 38.000000 1.000000
4 7 39.000000 1.000000
4 8 40.000000 1.000000
4 9 41.000000 1.000000
4 10 0.000000 1.000000
4 11 0.000000 1.000000
4 12 0.000000 1.000000
4 13 0.000000 1.000000
4 14 0.000000 1.000000
4 15 0.000000 1.000000
5 0 0.000000 1.000000
5 1 0.000000 1.000000
5 2 0.000000 1.000000
5 3 0.000000 1.000000
5 4 0.000000 1.000000
5 5 0.000000 1.000000
5 6 0.000000 1.000000
5 7 0.000000 1.000000
5 8 0.000000 1.000000
5 9 0.000000 1.000000
5 10 0.000000 1.000000
5 11 0.000000 1.000000
5 12 0.000000 1.000000
5 13 0.000000 1.000000
5 14 0.000000 1.000000
5 15 0.000000 1.000000
6 0 0.000000 1.000000
6 1 0.000000 1.000000
6 2 0.000000 1.000000
6 3 0.000000 1.000000
6 4 0.000000 1.000000
6 5 0.000000 1.000000
6 6 0.000000 1.000000
6 7 0.000000 1.000000
6 8 0.000000 1.000000
6 9 0.000000 1.000000
6 10 0.000000 1.000000
6 11 0.000000 1.000000
6 12 0.000000 1.000000
6 13 0.000000 1.000000
6 14 0.000000 1.000000
6 15 0.000000 1.000000
7 0 0.000000 1.000000
7 1 0.000000 1.000000
7 2 0.000000 1.000000
7 3 0.000000 1.000000
7 4 0.000000 1.000000
7 5 0.000000 1.000000
7 6 0.000000 1.000000
7 7 0.000000 1.000000
7 8 0.000000 1.000000
7 9 0.000000 1.000000
7 10 0.000000 1.000000
7 11 0.000000 1.000000
7 12 0.000000 1.000000
7 13 0.000000 1.000000
7 14 0.000000 1.000000
7 15 0.000000 1.000000
