#daq_ch	domain	det_def	clover	Time_Offset	theta	phi	threshold	cs_dom	enable	nb_par_cal	cal_pars1	cal_pars2
2	101	2	CL29B	0	90	0	25	0	1	2	 1.3984 1.304295
3	102	2	CL29B	0	90	0	10	0	1	2	 -2.8767 1.306724
4	103	2	CL29B	0	90	0	10	0	1	2	 -0.3144 1.308385
5	104	2	CL29B	0	90	0	22	0	1	2	 -2.3724 1.259913
6	105	2	CL29B	0	90	0	15	0	1	2	 1.1322 1.295603
7	106	2	CL29B	0	90	0	15	0	1	2	 0.5164 1.353083
8	107	2	CL29B	0	90	0	15	0	1	2	 -0.5984 1.298510
9	108	2	CL29B	0	90	0	18	0	1	2	 -5.1429 1.308064
0	109	1	CL29B	0	90	0	10	0	1	2	 4.9614 1.298453
1	110	10	CL29B	0	90	0	10	0	1	2	 -9.6054 3.745455
102	111	2	CL29G	34.9093	90	0	12	0	1	2	 0.5067 1.251005
103	112	2	CL29G	34.9093	90	0	14	0	1	2	 -1.8402 1.269763
104	113	2	CL29G	34.9093	90	0	17	0	1	2	 -0.1674 1.261824
105	114	2	CL29G	34.9093	90	0	16	0	1	2	 2.9181 1.271921
106	115	2	CL29G	34.9093	90	0	20	0	1	2	 -0.3130 1.302153
107	116	2	CL29G	34.9093	90	0	15	0	1	2	 -0.1601 1.263581
108	117	2	CL29G	34.9093	90	0	14	0	1	2	 -2.5067 1.249857
109	118	2	CL29G	34.9093	90	0	12	0	1	2	 0.1594 1.288834
100	119	1	CL29G	34.9093	90	0	20	0	1	2	 -2.7322 1.266253
101	120	10	CL29G	34.9093	90	0	20	0	1	2	 56.5476 3.600994
202	121	2	CL29R	54.008	90	0	16	0	1	2	 -0.1881 1.271152
203	122	2	CL29R	54.008	90	0	19	0	1	2	 1.2127 1.264241
204	123	2	CL29R	54.008	90	0	14	0	1	2	 0.2152 1.321455
205	124	2	CL29R	54.008	90	0	15	0	1	2	 1.5130 1.289317
206	125	2	CL29R	54.008	90	0	15	0	1	2	 -2.2995 1.281707
207	126	2	CL29R	54.008	90	0	15	0	1	2	 -1.5116 1.339832
208	127	2	CL29R	54.008	90	0	15	0	1	2	 0.1050 1.306284
209	128	2	CL29R	54.008	90	0	15	0	1	2	 -8.0613 1.295592
200	129	1	CL29R	54.008	90	0	11	0	1	2	 0.2249 1.274037
201	130	10	CL29R	54.008	90	0	10	0	1	2	 13.9780 3.753529
302	131	2	CL29W	72.7227	90	0	15	0	1	2	 -1.1128 1.308865
303	132	2	CL29W	72.7227	90	0	15	0	1	2	 2.5596 1.288971
304	133	2	CL29W	72.7227	90	0	15	0	1	2	 3.0823 1.279614
305	134	2	CL29W	72.7227	90	0	15	0	1	2	 -5.7173 1.306902
306	135	2	CL29W	72.7227	90	0	15	0	1	2	 -0.3193 1.281409
307	136	2	CL29W	72.7227	90	0	15	0	1	2	 7.9550 1.297320
308	137	2	CL29W	72.7227	90	0	15	0	1	2	 0.1294 1.272184
309	138	2	CL29W	72.7227	90	0	15	0	1	2	 2.6533 1.249777
300	139	1	CL29W	72.7227	90	0	15	0	1	2	 0.9159 1.237682
301	140	10	CL29W	72.7227	90	0	10	0	1	2	 -19.4186 3.68940
402	201	2	CL30B	91.4133	90	0	25	0	1	2	 -2.3619 1.329467
403	202	2	CL30B	91.4133	90	0	10	0	1	2	 3.5468 1.381156
404	203	2	CL30B	91.4133	90	0	10	0	1	2	 3.6464 1.346075
405	204	2	CL30B	91.4133	90	0	22	0	1	2	 -2.6396 1.364375
406	205	2	CL30B	91.4133	90	0	15	0	1	2	 -0.4091 1.375694
407	206	2	CL30B	91.4133	90	0	15	0	1	2	 -3.1922 1.360834
408	207	2	CL30B	91.4133	90	0	15	0	1	2	 -16.4883 1.37104
409	208	2	CL30B	91.4133	90	0	18	0	1	2	 -9.5904 1.263981
400	209	1	CL30B	91.4133	90	0	10	0	1	2	 -0.9864 1.313411
401	210	10	CL30B	91.4133	90	0	10	0	1	2	 -4.6099 3.838908
502	211	2	CL30G	110.203	90	0	12	0	1	2	 0.8741 1.362505
503	212	2	CL30G	110.203	90	0	14	0	1	2	 0.5445 1.371308
504	213	2	CL30G	110.203	90	0	17	0	1	2	 2.2380 1.329186
505	214	2	CL30G	110.203	90	0	16	0	1	2	 -6.2755 1.373723
506	215	2	CL30G	110.203	90	0	20	0	1	2	 -2.8059 1.312312
507	216	2	CL30G	110.203	90	0	15	0	1	2	 1.2498 1.346280
508	217	2	CL30G	110.203	90	0	14	0	1	2	 -0.0265 1.356312
509	218	2	CL30G	110.203	90	0	12	0	1	2	 0.1301 1.277058
500	219	1	CL30G	110.203	90	0	20	0	1	2	 -1.2544 1.318821
501	220	10	CL30G	110.203	90	0	20	0	1	2	 -0.0000 1.000000
602	221	2	CL30R	129.128	90	0	16	0	1	2	 1.2149 2.163298 
603	222	2	CL30R	129.128	90	0	19	0	1	2	 1.1391 1.336938
604	223	2	CL30R	129.128	90	0	14	0	1	2	 1.8155 1.310252
605	224	2	CL30R	129.128	90	0	15	0	1	2	 -0.3031 1.295321
606	225	2	CL30R	129.128	90	0	15	0	1	2	 0.7298 1.267440
607	226	2	CL30R	129.128	90	0	15	0	1	2	 -3.1245 1.304280
608	227	2	CL30R	129.128	90	0	15	0	1	2	 -1.6217 1.333937
609	228	2	CL30R	129.128	90	0	15	0	1	2	 -1.9186 1.283877
600	229	1	CL30R	129.128	90	0	11	0	1	2	 -3.9946 1.297841
601	230	10	CL30R	129.128	90	0	10	0	1	2	 11.1606 3.735199
702	231	2	CL30W	147.84	90	0	15	0	1	2	 0.8810 1.357865
703	232	2	CL30W	147.84	90	0	15	0	1	2	 -1.5438 1.345793
704	233	2	CL30W	147.84	90	0	15	0	1	2	 2.1080 1.347119
705	234	2	CL30W	147.84	90	0	15	0	1	2	 2.6230 1.355765
706	235	2	CL30W	147.84	90	0	15	0	1	2	 2.2037 1.366713
707	236	2	CL30W	147.84	90	0	15	0	1	2	 -0.0468 1.339599
708	237	2	CL30W	147.84	90	0	15	0	1	2	 6.5951 1.328966
709	238	2	CL30W	147.84	90	0	15	0	1	2	 -2.6302 1.287317
700	239	1	CL30W	147.84	90	0	15	0	1	2	 0.5396 1.337552
