#daq_ch	domain	det_def	clover	Time_Offset	theta	phi	threshold	cs_dom	enable	nb_par_cal	cal_pars1	cal_pars2
2304	633	2	CL36W	0	0	0	15	0	1	2	-0.9043	1.267773
2305	634	2	CL36W	0	0	0	15	0	1	2	0.3547	1.320452
2306	635	2	CL36W	0	0	0	15	0	1	2	6.0278	1.341542
2307	636	2	CL36W	0	0	0	15	0	1	2	-4.4111	1.302208
2308	637	2	CL36W	0	0	0	15	0	1	2	1.1663	1.337206
2309	638	2	CL36W	0	0	0	15	0	1	2	1.6134	1.343844
2300	639	1	CL36W	0	0	0	15	0	1	2	-2.0263	1.331959
2301	640	10	CL36W	0	0	0	10	0	1	2	-2.7378	3.933931
2402	701	2	CL33B	0	0	0	25	0	1	2	-1.9852	1.218305
2403	702	2	CL33B	0	0	0	10	0	1	2	-7.2607	1.256666
2404	703	2	CL33B	0	0	0	10	0	1	2	2.831	1.241363
2405	704	2	CL33B	0	0	0	22	0	1	2	1.642	1.274125
2406	705	2	CL33B	0	0	0	15	0	1	2	-1.1452	1.269794
2407	706	2	CL33B	0	0	0	15	0	1	2	2.8206	1.295871
2408	707	2	CL33B	0	0	0	15	0	1	2	-0.9301	1.450779
2409	708	2	CL33B	0	0	0	18	0	1	2	-1.5414	1.264139
2400	709	1	CL33B	0	0	0	10	0	1	2	-2.0387	1.229375
2401	710	10	CL33B	0	0	0	10	0	1	2	1.3259	3.52955
2502	711	2	CL33G	0	0	0	12	0	1	2	-0.1608	1.287728
2503	712	2	CL33G	0	0	0	14	0	1	2	-1.7017	1.32554
2504	713	2	CL33G	0	0	0	17	0	1	2	-6.219	1.344333
2505	714	2	CL33G	0	0	0	16	0	1	2	1.0126	1.259734
2506	715	2	CL33G	0	0	0	20	0	1	2	-8.938	1.228262
2507	716	2	CL33G	0	0	0	15	0	1	2	-0.9794	1.31507
2508	717	2	CL33G	0	0	0	14	0	1	2	-1.6712	1.418366
2509	718	2	CL33G	0	0	0	12	0	1	2	1.189	1.415324
2500	719	1	CL33G	0	0	0	20	0	1	2	1.9545	1.356295
2501	720	10	CL33G	0	0	0	20	0	1	2	0.4934	4.076449
2602	721	2	CL33R	0	0	0	16	0	1	2	-4.8173	1.273377
2603	722	2	CL33R	0	0	0	19	0	1	2	1.7413	1.267787
2604	723	2	CL33R	0	0	0	14	0	1	2	1.6339	1.293091
2605	724	2	CL33R	0	0	0	15	0	1	2	-5.5623	1.27494
2606	725	2	CL33R	0	0	0	15	0	1	2	-3.5139	1.24721
2607	726	2	CL33R	0	0	0	15	0	1	2	2.2539	1.251429
2608	727	2	CL33R	0	0	0	15	0	1	2	-0.3284	1.279184
2609	728	2	CL33R	0	0	0	15	0	1	2	1.1229	1.306634
2600	729	1	CL33R	0	0	0	11	0	1	2	-1.9284	1.211673
2601	730	10	CL33R	0	0	0	10	0	1	2	-0.6243	4.065564
2702	731	2	CL33W	0	0	0	15	0	1	2	-0.2823	1.291315
2703	732	2	CL33W	0	0	0	15	0	1	2	-1.5774	1.362232
2704	733	2	CL33W	0	0	0	15	0	1	2	5.3612	1.292399
2705	734	2	CL33W	0	0	0	15	0	1	2	0.8775	1.356161
2706	735	2	CL33W	0	0	0	15	0	1	2	-3.0376	1.280612
2707	736	2	CL33W	0	0	0	15	0	1	2	-2.0224	1.321902
2708	737	2	CL33W	0	0	0	15	0	1	2	-1.7901	1.251208
2709	738	2	CL33W	0	0	0	15	0	1	2	0.3558	1.237799
2700	739	1	CL33W	0	0	0	15	0	1	2	2.1017	1.272475
2701	740	10	CL33W	0	0	0	10	0	1	2	3.4007	3.674998
2800	900	5	BGOF	0	0	0	200	1	1	2	0	1
2801	901	5	BGOF	0	0	0	200	1	1	2	0	1
2802	902	5	BGOF	0	0	0	200	1	1	2	0	1
2803	903	5	BGOF	0	0	0	200	1	1	2	0	1
2900	904	6	BGOS	0	0	0	200	1	1	2	0	1
2901	905	6	BGOS	0	0	0	200	1	1	2	0	1
2902	906	6	BGOS	0	0	0	200	1	1	2	0	1
2903	907	6	BGOS	0	0	0	200	1	1	2	0	1
2904	908	4	CSIB	0	0	0	200	1	1	2	0	1
2905	909	4	CSIB	0	0	0	200	1	1	2	0	1

