#daq_ch	domain	det_def	clover	Time_Offset	theta	phi	threshold	cs_dom	enable	nb_par_cal	cal_pars1	cal_pars2
2702	731	2	CL33W	0	0	0	10	0	1	2	0	1
2703	732	2	CL33W	0	0	0	10	0	1	2	0	1
2704	733	2	CL33W	0	0	0	10	0	1	2	0	1
2705	734	2	CL33W	0	0	0	10	0	1	2	0	1
2706	735	2	CL33W	0	0	0	10	0	1	2	0	1
2707	736	2	CL33W	0	0	0	10	0	1	2	0	1
2708	737	2	CL33W	0	0	0	10	0	1	2	0	1
2709	738	2	CL33W	0	0	0	10	0	1	2	0	1
2700	739	1	CL33W	0	0	0	10	0	1	2	0	1
2701	740	10	CL33W	0	0	0	10	0	1	2	0	1
2802	801	2	CL31B	0	0	0	10	0	1	2	0	1
2803	802	2	CL31B	0	0	0	10	0	1	2	0	1
2804	803	2	CL31B	0	0	0	10	0	1	2	0	1
2805	804	2	CL31B	0	0	0	10	0	1	2	0	1
2806	805	2	CL31B	0	0	0	10	0	1	2	0	1
2807	806	2	CL31B	0	0	0	10	0	1	2	0	1
2808	807	2	CL31B	0	0	0	10	0	1	2	0	1
2809	808	2	CL31B	0	0	0	10	0	1	2	0	1
2800	809	1	CL31B	0	0	0	10	0	1	2	0	1
2801	810	10	CL31B	0	0	0	10	0	1	2	0	1
2902	811	2	CL31G	0	0	0	10	0	1	2	0	1
2903	812	2	CL31G	0	0	0	10	0	1	2	0	1
2904	813	2	CL31G	0	0	0	10	0	1	2	0	1
2905	814	2	CL31G	0	0	0	10	0	1	2	0	1
2906	815	2	CL31G	0	0	0	10	0	1	2	0	1
2907	816	2	CL31G	0	0	0	10	0	1	2	0	1
2908	817	2	CL31G	0	0	0	10	0	1	2	0	1
2909	818	2	CL31G	0	0	0	10	0	1	2	0	1
2900	819	1	CL31G	0	0	0	10	0	1	2	0	1
2901	820	10	CL31G	0	0	0	10	0	1	2	0	1
3002	821	2	CL31R	0	0	0	10	0	1	2	0	1
3003	822	2	CL31R	0	0	0	10	0	1	2	0	1
3004	823	2	CL31R	0	0	0	10	0	1	2	0	1
3005	824	2	CL31R	0	0	0	10	0	1	2	0	1
3006	825	2	CL31R	0	0	0	10	0	1	2	0	1
3007	826	2	CL31R	0	0	0	10	0	1	2	0	1
3008	827	2	CL31R	0	0	0	10	0	1	2	0	1
3009	828	2	CL31R	0	0	0	10	0	1	2	0	1
3000	829	1	CL31R	0	0	0	10	0	1	2	0	1
3001	830	10	CL31R	0	0	0	10	0	1	2	0	1
3102	831	2	CL31W	0	0	0	10	0	1	2	0	1
3103	832	2	CL31W	0	0	0	10	0	1	2	0	1
3104	833	2	CL31W	0	0	0	10	0	1	2	0	1
3105	834	2	CL31W	0	0	0	10	0	1	2	0	1
3106	835	2	CL31W	0	0	0	10	0	1	2	0	1
3107	836	2	CL31W	0	0	0	10	0	1	2	0	1
3108	837	2	CL31W	0	0	0	10	0	1	2	0	1
3109	838	2	CL31W	0	0	0	10	0	1	2	0	1
3100	839	1	CL31W	0	0	0	10	0	1	2	0	1
3101	840	10	CL31W	0	0	0	10	0	1	2	0	1
3200	850	5	BGOF	0	0	0	10	1	1	2	0	1
3201	851	5	BGOF	0	0	0	10	1	1	2	0	1
3202	852	5	BGOF	0	0	0	10	1	1	2	0	1
3203	853	5	BGOF	0	0	0	10	1	1	2	0	1
3204	891	3	LABR1	0	0	0	10	1	1	2	0	1
3205	892	3	LABR2	0	0	0	10	1	1	2	0	1
3206	893	3	LABR3	0	0	0	10	1	1	2	0	1
3207	894	3	LABR4	0	0	0	10	1	1	2	0	1
3300	854	6	BGOS	0	0	0	10	1	1	2	0	1
3301	855	6	BGOS	0	0	0	10	1	1	2	0	1
3302	856	6	BGOS	0	0	0	10	1	1	2	0	1
3303	857	6	BGOS	0	0	0	10	1	1	2	0	1
3304	858	4	CSIB	0	0	0	10	1	1	2	0	1
3305	859	4	CSIB	0	0	0	10	1	1	2	0	1
3307	860	4	CSIB	0	0	0	10	1	1	2	0	1
15	900	1	pulser	0	0	0	10	1	1	2	0	1
115	901	1	pulser	0	0	0	10	1	1	2	0	1
215	902	1	pulser	0	0	0	10	1	1	2	0	1
315	903	1	pulser	0	0	0	10	1	1	2	0	1
415	904	1	pulser	0	0	0	10	1	1	2	0	1
515	905	1	pulser	0	0	0	10	1	1	2	0	1
615	906	1	pulser	0	0	0	10	1	1	2	0	1
715	907	1	pulser	0	0	0	10	1	1	2	0	1
815	908	1	pulser	0	0	0	10	1	1	2	0	1
915	909	1	pulser	0	0	0	10	1	1	2	0	1
1015	910	1	pulser	0	0	0	10	1	1	2	0	1
1115	911	1	pulser	0	0	0	10	1	1	2	0	1
1215	912	1	pulser	0	0	0	10	1	1	2	0	1
1315	913	1	pulser	0	0	0	10	1	1	2	0	1
1415	914	1	pulser	0	0	0	10	1	1	2	0	1
1515	915	1	pulser	0	0	0	10	1	1	2	0	1
1615	916	1	pulser	0	0	0	10	1	1	2	0	1
1715	917	1	pulser	0	0	0	10	1	1	2	0	1
1815	918	1	pulser	0	0	0	10	1	1	2	0	1
1915	919	1	pulser	0	0	0	10	1	1	2	0	1
2015	920	1	pulser	0	0	0	10	1	1	2	0	1
2115	921	1	pulser	0	0	0	10	1	1	2	0	1
2215	922	1	pulser	0	0	0	10	1	1	2	0	1
2315	923	1	pulser	0	0	0	10	1	1	2	0	1
2415	924	1	pulser	0	0	0	10	1	1	2	0	1
2515	925	1	pulser	0	0	0	10	1	1	2	0	1
2615	926	1	pulser	0	0	0	10	1	1	2	0	1
2715	927	1	pulser	0	0	0	10	1	1	2	0	1
2815	928	1	pulser	0	0	0	10	1	1	2	0	1
2915	929	1	pulser	0	0	0	10	1	1	2	0	1
3015	930	1	pulser	0	0	0	10	1	1	2	0	1
3115	931	1	pulser	0	0	0	10	1	1	2	0	1
3215	932	1	pulser	0	0	0	10	1	1	2	0	1
3315	933	1	pulser	0	0	0	10	1	1	2	0	1

