01 01 0.000000 
01 02 56.800000 
01 03 80.327330 
01 04 56.800000 
01 05 43.000000 
01 06 71.240719 
01 07 91.112458 
01 08 71.240719 
01 11 170.400000 
01 12 179.617371 
01 13 127.008661 
01 14 113.600000 
01 15 175.741742 
01 16 184.692718 
01 17 134.090268 
01 18 121.465880 
01 21 240.981991 
01 22 204.795312 
01 23 160.654661 
01 24 204.795312 
01 25 244.788317 
01 26 209.260890 
01 27 166.309711 
01 28 209.260890 
01 31 170.400000 
01 32 113.600000 
01 33 127.008661 
01 34 179.617371 
01 35 175.741742 
01 36 121.465880 
01 37 134.090268 
01 38 184.692718 
02 02 0.000000 
02 03 56.800000 
02 04 80.327330 
02 05 71.240719 
02 06 43.000000 
02 07 71.240719 
02 08 91.112458 
02 11 113.600000 
02 12 127.008661 
02 13 80.327330 
02 14 56.800000 
02 15 121.465880 
02 16 134.090268 
02 17 91.112458 
02 18 71.240719 
02 21 204.795312 
02 22 179.617371 
02 23 127.008661 
02 24 160.654661 
02 25 209.260890 
02 26 184.692718 
02 27 134.090268 
02 28 166.309711 
02 31 179.617371 
02 32 127.008661 
02 33 113.600000 
02 34 170.400000 
02 35 184.692718 
02 36 134.090268 
02 37 121.465880 
02 38 175.741742 
03 03 0.000000 
03 04 56.800000 
03 05 91.112458 
03 06 71.240719 
03 07 43.000000 
03 08 71.240719 
03 11 127.008661 
03 12 113.600000 
03 13 56.800000 
03 14 80.327330 
03 15 134.090268 
03 16 121.465880 
03 17 71.240719 
03 18 91.112458 
03 21 160.654661 
03 22 127.008661 
03 23 80.327330 
03 24 127.008661 
03 25 166.309711 
03 26 134.090268 
03 27 91.112458 
03 28 134.090268 
03 31 127.008661 
03 32 80.327330 
03 33 56.800000 
03 34 113.600000 
03 35 134.090268 
03 36 91.112458 
03 37 71.240719 
03 38 121.465880 
04 04 0.000000 
04 05 71.240719 
04 06 91.112458 
04 07 71.240719 
04 08 43.000000 
04 11 179.617371 
04 12 170.400000 
04 13 113.600000 
04 14 127.008661 
04 15 184.692718 
04 16 175.741742 
04 17 121.465880 
04 18 134.090268 
04 21 204.795312 
04 22 160.654661 
04 23 127.008661 
04 24 179.617371 
04 25 209.260890 
04 26 166.309711 
04 27 134.090268 
04 28 184.692718 
04 31 113.600000 
04 32 56.800000 
04 33 80.327330 
04 34 127.008661 
04 35 121.465880 
04 36 71.240719 
04 37 91.112458 
04 38 134.090268 
05 05 0.000000 
05 06 56.800000 
05 07 80.327330 
05 08 56.800000 
05 11 175.741742 
05 12 184.692718 
05 13 134.090268 
05 14 121.465880 
05 15 170.400000 
05 16 179.617371 
05 17 127.008661 
05 18 113.600000 
05 21 244.788317 
05 22 209.260890 
05 23 166.309711 
05 24 209.260890 
05 25 240.981991 
05 26 204.795312 
05 27 160.654661 
05 28 204.795312 
05 31 175.741742 
05 32 121.465880 
05 33 134.090268 
05 34 184.692718 
05 35 170.400000 
05 36 113.600000 
05 37 127.008661 
05 38 179.617371 
06 06 0.000000 
06 07 56.800000 
06 08 80.327330 
06 11 121.465880 
06 12 134.090268 
06 13 91.112458 
06 14 71.240719 
06 15 113.600000 
06 16 127.008661 
06 17 80.327330 
06 18 56.800000 
06 21 209.260890 
06 22 184.692718 
06 23 134.090268 
06 24 166.309711 
06 25 204.795312 
06 26 179.617371 
06 27 127.008661 
06 28 160.654661 
06 31 184.692718 
06 32 134.090268 
06 33 121.465880 
06 34 175.741742 
06 35 179.617371 
06 36 127.008661 
06 37 113.600000 
06 38 170.400000 
07 07 0.000000 
07 08 56.800000 
07 11 134.090268 
07 12 121.465880 
07 13 71.240719 
07 14 91.112458 
07 15 127.008661 
07 16 113.600000 
07 17 56.800000 
07 18 80.327330 
07 21 166.309711 
07 22 134.090268 
07 23 91.112458 
07 24 134.090268 
07 25 160.654661 
07 26 127.008661 
07 27 80.327330 
