01 01 0.000000 
01 02 28.400000 
01 03 40.163665 
01 04 28.400000 
01 05 43.000000 
01 06 51.532126 
01 07 58.839782 
01 08 51.532126 
01 11 85.200000 
01 12 89.808686 
01 13 63.504331 
01 14 56.800000 
01 15 95.436052 
01 16 99.572084 
01 17 76.692894 
01 18 71.240719 
01 21 120.490996 
01 22 102.397656 
01 23 80.327330 
01 24 102.397656 
01 25 127.933889 
01 26 111.059804 
01 27 91.112458 
01 28 111.059804 
01 31 85.200000 
01 32 56.800000 
01 33 63.504331 
01 34 89.808686 
01 35 95.436052 
01 36 71.240719 
01 37 76.692894 
01 38 99.572084 
02 02 0.000000 
02 03 28.400000 
02 04 40.163665 
02 05 51.532126 
02 06 43.000000 
02 07 51.532126 
02 08 58.839782 
02 11 56.800000 
02 12 63.504331 
02 13 40.163665 
02 14 28.400000 
02 15 71.240719 
02 16 76.692894 
02 17 58.839782 
02 18 51.532126 
02 21 102.397656 
02 22 89.808686 
02 23 63.504331 
02 24 80.327330 
02 25 111.059804 
02 26 99.572084 
02 27 76.692894 
02 28 91.112458 
02 31 89.808686 
02 32 63.504331 
02 33 56.800000 
02 34 85.200000 
02 35 99.572084 
02 36 76.692894 
02 37 71.240719 
02 38 95.436052 
03 03 0.000000 
03 04 28.400000 
03 05 58.839782 
03 06 51.532126 
03 07 43.000000 
03 08 51.532126 
03 11 63.504331 
03 12 56.800000 
03 13 28.400000 
03 14 40.163665 
03 15 76.692894 
03 16 71.240719 
03 17 51.532126 
03 18 58.839782 
03 21 80.327330 
03 22 63.504331 
03 23 40.163665 
03 24 63.504331 
03 25 91.112458 
03 26 76.692894 
03 27 58.839782 
03 28 76.692894 
03 31 63.504331 
03 32 40.163665 
03 33 28.400000 
03 34 56.800000 
03 35 76.692894 
03 36 58.839782 
03 37 51.532126 
03 38 71.240719 
04 04 0.000000 
04 05 51.532126 
04 06 58.839782 
04 07 51.532126 
04 08 43.000000 
04 11 89.808686 
04 12 85.200000 
04 13 56.800000 
04 14 63.504331 
04 15 99.572084 
04 16 95.436052 
04 17 71.240719 
04 18 76.692894 
04 21 102.397656 
04 22 80.327330 
04 23 63.504331 
04 24 89.808686 
04 25 111.059804 
04 26 91.112458 
04 27 76.692894 
04 28 99.572084 
04 31 56.800000 
04 32 28.400000 
04 33 40.163665 
04 34 63.504331 
04 35 71.240719 
04 36 51.532126 
04 37 58.839782 
04 38 76.692894 
05 05 0.000000 
05 06 28.400000 
05 07 40.163665 
05 08 28.400000 
05 11 95.436052 
05 12 99.572084 
05 13 76.692894 
05 14 71.240719 
05 15 85.200000 
05 16 89.808686 
05 17 63.504331 
05 18 56.800000 
