150	0
151	85
152	85
153	0
160	40
161	95
162	95
163	40
170	85
171	71
250	28
251	85
252	57
253	0
260	52
261	95
262	71
263	40
270	85
271	71
350	28
351	57
352	57
353	28
360	52
361	71
362	71
363	71
370	85
371	71
450	0
451	57
452	85
453	28
460	40
461	71
462	95
463	52
470	85
471	71
550	40
551	95
552	95
553	40
560	0
561	85
562	85
563	0
570	51
571	40
650	52
651	95
652	71
653	40
660	28
661	57
662	85
663	0
670	51
671	40
750	51
751	71
752	71
753	51
760	28
761	57
762	57
763	28
770	51
771	40
850	40
851	71
852	95
853	51
860	0
861	57
862	85
863	28
870	51
871	40
1050	0
1060	0
1070	40
1071	51
1150	85
1151	85
1152	0
1153	0
1160	95
1161	95
1162	40
1163	40
1170	51
1171	40
1250	85
1251	57
1252	0
1253	28
1260	95
1261	71
1262	40
1263	52
1270	51
1271	40
1350	57
1351	57
1352	28
1353	28
1360	71
1361	71
1362	52
1363	52
1370	51
1371	40
1450	57
1451	85
1452	28
1453	0
1460	71
1461	95
1462	52
1463	40
1470	51
1471	40
1550	95
1551	95
1552	40
1553	40
1560	85
1561	85
1562	0
1563	0
1570	51
1571	40
1650	95
1651	71
1652	40
1653	52
1660	85
1661	57
1662	0
1663	28
1670	51
1671	40
1750	71
1751	71
1752	51
1753	51
1760	57
1761	57
1762	28
1763	28
1770	51
1771	40
1850	95
1851	51
1852	40
1853	71
1860	57
1861	85
1862	28
1863	0
1870	51
1871	40
2051	40
2061	40
2070	40
2071	51
2150	85
2151	0
2152	0
2153	85
2160	95
2161	40
2162	40
2163	95
2170	51
2171	40
2250	57
2251	0
2252	28
2253	85
2260	71
2261	40
2262	52
2263	95
2270	51
2271	40
2350	57
2351	28
2352	28
2353	57
2360	71
2361	52
2362	52
2363	71
2370	51
2371	40
2450	85
2451	28
2452	0
2453	57
2460	95
2461	52
2462	40
2463	71
2470	51
2471	40
2550	95
2551	40
2552	40
2553	95
2560	85
2561	0
2562	0
2563	85
2570	51
2571	40
2650	71
2651	40
2652	52
2653	95
2660	57
2661	0
2662	28
2663	85
2670	51
2671	40
2750	71
2751	51
2752	51
2753	71
2760	57
2761	28
2762	28
2763	57
2770	51
2771	40
2850	95
2851	51
2852	40
2853	71
2860	85
2861	28
2862	0
2863	57
2870	51
2871	40
3052	40
3062	40
3070	51
3071	40
3150	0
3151	0
3152	85
3153	85
3160	40
3161	40
3162	95
3163	95
3170	51
3171	40
3250	0
3251	28
3252	85
3253	57
3260	40
3261	52
3262	95
3263	71
3270	51
3271	40
3350	28
3351	28
3352	57
3353	57
3360	52
3361	52
3362	71
3363	71
3370	51
3371	40
3450	28
3451	0
3452	57
3453	85
3460	52
3461	40
3462	71
3463	95
3470	51
3471	40
3550	40
3551	40
3552	95
3553	95
3560	0
3561	0
3562	85
3563	85
3570	51
3571	40
3650	40
3651	52
3652	95
3653	71
3660	0
3661	28
3662	85
3663	57
3670	51
3671	40
3750	51
3751	51
3752	71
3753	71
3760	28
3761	28
3762	57
3763	57
3770	51
3771	40
3850	40
3851	71
3852	95
3853	51
3860	28
3861	0
3862	57
3863	85
3870	51
3871	40
4053	0
4063	0
4070	51
4071	40
