 101 821495 
 102 839500 
 103 883500 
 104 660995 
 105 661748 
 106 498019 
 107 791500 
 108 775079 
 109 335500 
 110 330641 
 111 691572 
 112 863500 
 113 344595 
 114 342528 
 115 344542 
 116 361638 
 117 657500 
 118 741500 
 119 319500 
 120 320929 
 121 350645 
 122 358105 
 123 477112 
 124 464585 
 125 591731 
 126 595147 
 127 348599 
 128 355378 
 129 344443 
 130 335500 
 131 710956 
 132 727534 
 133 739500 
 134 734711 
 135 747622 
 136 744389 
 137 754511 
 138 803296 
 139 699500 
 140 693500 
 150 0
 151 0
 152 0
 153 0
 154 0
 155 0
 156 0
 157 0
 158 0
 159 0
